"","X.x","sector","state","year","action_occurred","protest_occurred","strike_occurred","total_strikes","total_protests","total_actions","X.y","all_employees","avg_hourly_earnings_all","avg_hourly_earnings_production","avg_weekly_earnings_all","avg_weekly_earnings_production","avg_weekly_hours_all","avg_weekly_hours_production","production_nonsupervisory_employees","Labor.Force","Labor.Force.Participation.Rate","Unemployment.Rate","state_labor_force","state_labor_part","state_unempl_rate","X","adjusted_cpi"
"2119",2119,"Manufacturing","North Dakota",2021,0,0,0,0,0,0,3824,26.2166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,341,246.4155137375
"2120",2120,"Manufacturing","North Dakota",2022,0,0,0,0,0,0,3825,27.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,259.620195920833
"2121",2121,"Manufacturing","North Dakota",2023,0,0,0,0,0,0,3826,28.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,443,269.8825745
"2122",2122,"Manufacturing","North Dakota",2024,0,0,0,0,0,0,3827,28.3666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,277.84844494
"2123",2123,"Manufacturing","North Dakota",2025,0,0,0,0,0,0,3828,27.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2124",2124,"Manufacturing","North Dakota",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2125",2125,"Manufacturing","Ohio",2021,1,1,1,3,1,4,3835,665.341666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,342,249.856806279167
"2126",2126,"Manufacturing","Ohio",2022,1,1,1,3,3,6,3836,683.083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,393,267.790297554167
"2127",2127,"Manufacturing","Ohio",2023,1,1,1,4,2,6,3837,687.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,279.7549895
"2128",2128,"Manufacturing","Ohio",2024,1,0,1,2,0,2,3838,683.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,495,288.01225474
"2129",2129,"Manufacturing","Ohio",2025,1,0,1,1,0,1,3839,685.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2130",2130,"Manufacturing","Ohio",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2131",2131,"Manufacturing","Oklahoma",2021,0,0,0,0,0,0,3846,128.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,243.597447404167
"2132",2132,"Manufacturing","Oklahoma",2022,0,0,0,0,0,0,3847,133.741666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,394,259.8250337125
"2133",2133,"Manufacturing","Oklahoma",2023,0,0,0,0,0,0,3848,139.283333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,445,269.011120583333
"2134",2134,"Manufacturing","Oklahoma",2024,0,0,0,0,0,0,3849,140.658333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496,276.951269136667
"2135",2135,"Manufacturing","Oklahoma",2025,0,0,0,0,0,0,3850,140.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2136",2136,"Manufacturing","Oklahoma",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2137",2137,"Manufacturing","Oregon",2021,1,0,1,1,0,1,3857,186.708333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,279.47630925
"2138",2138,"Manufacturing","Oregon",2022,1,0,1,2,0,2,3858,193.216666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,395,311.924062895833
"2139",2139,"Manufacturing","Oregon",2023,1,0,1,1,0,1,3859,190.933333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446,319.089250375
"2140",2140,"Manufacturing","Oregon",2024,1,1,1,1,1,2,3860,186.783333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,328.507508045
"2141",2141,"Manufacturing","Oregon",2025,0,0,0,0,0,0,3861,179.425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2142",2142,"Manufacturing","Oregon",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2143",2143,"Manufacturing","Pennsylvania",2021,1,0,1,4,0,4,3868,544.458333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345,260.427264708333
"2144",2144,"Manufacturing","Pennsylvania",2022,1,0,1,2,0,2,3869,563.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396,281.406158191667
"2145",2145,"Manufacturing","Pennsylvania",2023,1,0,1,4,0,4,3870,566.583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,447,297.0865625
"2146",2146,"Manufacturing","Pennsylvania",2024,1,1,1,4,3,7,3871,562.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498,305.8553875
"2147",2147,"Manufacturing","Pennsylvania",2025,1,0,1,2,0,2,3872,558.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2148",2148,"Manufacturing","Pennsylvania",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2149",2149,"Manufacturing","Puerto Rico",2021,0,0,0,0,0,0,3879,77.6916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2150",2150,"Manufacturing","Puerto Rico",2022,1,1,0,0,1,1,3880,82.0666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2151",2151,"Manufacturing","Puerto Rico",2023,1,0,1,1,0,1,3881,83.8333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2152",2152,"Manufacturing","Puerto Rico",2024,1,0,1,1,0,1,3882,83.9833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2153",2153,"Manufacturing","Puerto Rico",2025,0,0,0,0,0,0,3883,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2154",2154,"Manufacturing","Puerto Rico",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2155",2155,"Manufacturing","Rhode Island",2021,0,0,0,0,0,0,3890,39.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,346,276.782888158333
"2156",2156,"Manufacturing","Rhode Island",2022,0,0,0,0,0,0,3891,40.2583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,305.489229983333
"2157",2157,"Manufacturing","Rhode Island",2023,0,0,0,0,0,0,3892,40.3916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448,309.0065895
"2158",2158,"Manufacturing","Rhode Island",2024,0,0,0,0,0,0,3893,39.9583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,499,318.12724674
"2159",2159,"Manufacturing","Rhode Island",2025,0,0,0,0,0,0,3894,40.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2160",2160,"Manufacturing","Rhode Island",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2161",2161,"Manufacturing","South Carolina",2021,1,0,1,1,0,1,3901,250.016666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347,253.726228129167
"2162",2162,"Manufacturing","South Carolina",2022,0,0,0,0,0,0,3902,261.583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,273.101448866667
"2163",2163,"Manufacturing","South Carolina",2023,0,0,0,0,0,0,3903,263.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449,283.914201375
"2164",2164,"Manufacturing","South Carolina",2024,0,0,0,0,0,0,3904,263.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,292.294230165
"2165",2165,"Manufacturing","South Carolina",2025,0,0,0,0,0,0,3905,261.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2166",2166,"Manufacturing","South Carolina",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2167",2167,"Manufacturing","Tennessee",2021,1,1,1,2,1,3,3923,349.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,349,245.483384104167
"2168",2168,"Manufacturing","Tennessee",2022,0,0,0,0,0,0,3924,364.408333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,268.6213537375
"2169",2169,"Manufacturing","Tennessee",2023,1,0,1,2,0,2,3925,365.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,451,281.897059791667
"2170",2170,"Manufacturing","Tennessee",2024,0,0,0,0,0,0,3926,364.583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,290.217550508333
"2171",2171,"Manufacturing","Tennessee",2025,0,0,0,0,0,0,3927,364.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2172",2172,"Manufacturing","Tennessee",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2173",2173,"Manufacturing","Texas",2021,1,0,1,1,0,1,3934,876.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350,266.643268716667
"2174",2174,"Manufacturing","Texas",2022,0,0,0,0,0,0,3935,927.016666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,401,285.154689779167
"2175",2175,"Manufacturing","Texas",2023,1,1,0,0,1,1,3936,957.608333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452,296.096273958333
"2176",2176,"Manufacturing","Texas",2024,1,1,1,1,1,2,3937,973.641666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503,304.835869541667
"2177",2177,"Manufacturing","Texas",2025,0,0,0,0,0,0,3938,968.775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2178",2178,"Manufacturing","Texas",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2179",2179,"Manufacturing","U.S. Virgin Islands",2021,0,0,0,0,0,0,3945,0.733333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2180",2180,"Manufacturing","U.S. Virgin Islands",2022,0,0,0,0,0,0,3946,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2181",2181,"Manufacturing","U.S. Virgin Islands",2023,0,0,0,0,0,0,3947,0.516666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2182",2182,"Manufacturing","U.S. Virgin Islands",2024,0,0,0,0,0,0,3948,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2183",2183,"Manufacturing","U.S. Virgin Islands",2025,0,0,0,0,0,0,3949,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2184",2184,"Manufacturing","U.S. Virgin Islands",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2185",2185,"Manufacturing","Utah",2021,0,0,0,0,0,0,3956,146.608333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,351,256.262487829167
"2186",2186,"Manufacturing","Utah",2022,0,0,0,0,0,0,3957,151.883333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,402,276.74170905
"2187",2187,"Manufacturing","Utah",2023,0,0,0,0,0,0,3958,152.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,289.475052416667
"2188",2188,"Manufacturing","Utah",2024,0,0,0,0,0,0,3959,153.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,504,298.019215623333
"2189",2189,"Manufacturing","Utah",2025,0,0,0,0,0,0,3960,155.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2190",2190,"Manufacturing","Utah",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2191",2191,"Manufacturing","Vermont",2021,0,0,0,0,0,0,3967,28.6916666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,267.3396562625
"2192",2192,"Manufacturing","Vermont",2022,0,0,0,0,0,0,3968,29.1583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403,295.522408291667
"2193",2193,"Manufacturing","Vermont",2023,0,0,0,0,0,0,3969,28.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,294.450871458333
"2194",2194,"Manufacturing","Vermont",2024,0,0,0,0,0,0,3970,27.4666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,303.141901241667
"2195",2195,"Manufacturing","Vermont",2025,0,0,0,0,0,0,3971,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2196",2196,"Manufacturing","Vermont",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2197",2197,"Manufacturing","Virginia",2021,1,1,1,2,1,3,3978,237.341666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353,277.278759445833
"2198",2198,"Manufacturing","Virginia",2022,1,0,1,1,0,1,3979,244.516666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404,298.6271639625
"2199",2199,"Manufacturing","Virginia",2023,1,0,1,1,0,1,3980,245.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,455,306.986400875
"2200",2200,"Manufacturing","Virginia",2024,1,1,0,0,1,1,3981,243.891666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,316.047430105
"2201",2201,"Manufacturing","Virginia",2025,0,0,0,0,0,0,3982,242.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2202",2202,"Manufacturing","Virginia",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2203",2203,"Manufacturing","Washington",2021,0,0,0,0,0,0,3989,259.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,294.688448091667
"2204",2204,"Manufacturing","Washington",2022,1,1,1,1,1,2,3990,268.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,321.9611146875
"2205",2205,"Manufacturing","Washington",2023,0,0,0,0,0,0,3991,273.991666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456,330.792937416667
"2206",2206,"Manufacturing","Washington",2024,1,0,1,1,0,1,3992,274.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,340.556641823333
"2207",2207,"Manufacturing","Washington",2025,0,0,0,0,0,0,3993,271.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2208",2208,"Manufacturing","Washington",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2209",2209,"Manufacturing","West Virginia",2021,1,1,1,2,2,4,4000,45.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,355,246.586223525
"2210",2210,"Manufacturing","West Virginia",2022,0,0,0,0,0,0,4001,46.2833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,260.893116483333
"2211",2211,"Manufacturing","West Virginia",2023,1,1,1,1,1,2,4002,46.2666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457,273.5390245
"2212",2212,"Manufacturing","West Virginia",2024,1,1,1,2,1,3,4003,46.1416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,508,281.61281894
"2213",2213,"Manufacturing","West Virginia",2025,0,0,0,0,0,0,4004,46.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2214",2214,"Manufacturing","West Virginia",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2215",2215,"Manufacturing","Wisconsin",2021,1,1,1,1,2,3,4011,467.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,356,252.794098495833
"2216",2216,"Manufacturing","Wisconsin",2022,1,1,1,2,1,3,4012,481.508333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407,270.432705066667
"2217",2217,"Manufacturing","Wisconsin",2023,1,1,1,2,1,3,4013,477.841666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,458,283.670438041667
"2218",2218,"Manufacturing","Wisconsin",2024,1,0,1,1,0,1,4014,467.016666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,292.043271898333
"2219",2219,"Manufacturing","Wisconsin",2025,1,0,1,1,0,1,4015,461.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2220",2220,"Manufacturing","Wisconsin",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2221",2221,"Manufacturing","Wyoming",2021,0,0,0,0,0,0,4022,9.75833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,357,248.0250631625
"2222",2222,"Manufacturing","Wyoming",2022,0,0,0,0,0,0,4023,10.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,268.5160085875
"2223",2223,"Manufacturing","Wyoming",2023,0,0,0,0,0,0,4024,10.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,459,276.817641333333
"2224",2224,"Manufacturing","Wyoming",2024,0,0,0,0,0,0,4025,10.4166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,284.988207626667
"2225",2225,"Manufacturing","Wyoming",2025,0,0,0,0,0,0,4026,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2226",2226,"Manufacturing","Wyoming",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2227",2227,"Mining and Logging","Alabama",2021,1,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307,238.646863566667
"2228",2228,"Mining and Logging","Alabama",2022,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358,257.530850445833
"2229",2229,"Mining and Logging","Alabama",2023,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,409,274.14233875
"2230",2230,"Mining and Logging","Alabama",2024,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,460,282.23394065
"2231",2231,"Mining and Logging","Alabama",2025,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2232",2232,"Mining and Logging","Alabama",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2233",2233,"Mining and Logging","Alaska",2021,0,0,0,0,0,0,4033,10.4583333333333,NA,NA,NA,NA,NA,NA,NA,350399,64.2666666666667,6.36666666666667,350.399,64.2666666666667,6.36666666666667,308,283.9960541
"2234",2234,"Mining and Logging","Alaska",2022,0,0,0,0,0,0,4034,10.9416666666667,NA,NA,NA,NA,NA,NA,NA,352966.583333333,64.5333333333333,4.26666666666667,352.966583333333,64.5333333333333,4.26666666666667,359,298.542302591667
"2235",2235,"Mining and Logging","Alaska",2023,0,0,0,0,0,0,4035,11.6583333333333,NA,NA,NA,NA,NA,NA,NA,356831,64.725,4.225,356.831,64.725,4.225,410,309.929843125
"2236",2236,"Mining and Logging","Alaska",2024,0,0,0,0,0,0,4036,12.4583333333333,NA,NA,NA,NA,NA,NA,NA,359269.25,64.5833333333333,4.61666666666667,359.26925,64.5833333333333,4.61666666666667,461,319.077751175
"2237",2237,"Mining and Logging","Alaska",2025,0,0,0,0,0,0,4037,12.525,NA,NA,NA,NA,NA,NA,NA,361850.75,64.775,5.125,361.85075,64.775,5.125,NA,NA
"2238",2238,"Mining and Logging","Alaska",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2239",2239,"Mining and Logging","Arizona",2021,0,0,0,0,0,0,4044,11.9833333333333,NA,NA,NA,NA,NA,NA,NA,3528295.58333333,61.275,5.025,3528.29558333333,61.275,5.025,309,261.765846216667
"2240",2240,"Mining and Logging","Arizona",2022,0,0,0,0,0,0,4045,12.925,NA,NA,NA,NA,NA,NA,NA,3604593.41666667,61.4166666666667,3.74166666666667,3604.59341666667,61.4166666666667,3.74166666666667,360,292.5171452625
"2241",2241,"Mining and Logging","Arizona",2023,0,0,0,0,0,0,4046,13.8583333333333,NA,NA,NA,NA,NA,NA,NA,3695086.16666667,61.8416666666667,3.68333333333333,3695.08616666667,61.8416666666667,3.68333333333333,411,308.071147708333
"2242",2242,"Mining and Logging","Arizona",2024,0,0,0,0,0,0,4047,14.7666666666667,NA,NA,NA,NA,NA,NA,NA,3746158.75,61.5166666666667,3.6,3746.15875,61.5166666666667,3.6,462,317.164194391667
"2243",2243,"Mining and Logging","Arizona",2025,0,0,0,0,0,0,4048,15.4,NA,NA,NA,NA,NA,NA,NA,3788657.5,61.575,3.825,3788.6575,61.575,3.825,NA,NA
"2244",2244,"Mining and Logging","Arizona",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2245",2245,"Mining and Logging","Arkansas",2021,0,0,0,0,0,0,4055,5.23333333333333,NA,NA,NA,NA,NA,NA,NA,1332363.75,56.5833333333333,4.025,1332.36375,56.5833333333333,4.025,310,240.925703745833
"2246",2246,"Mining and Logging","Arkansas",2022,0,0,0,0,0,0,4056,5.2,NA,NA,NA,NA,NA,NA,NA,1363238.41666667,57.4333333333333,3.16666666666667,1363.23841666667,57.4333333333333,3.16666666666667,361,254.2768558125
"2247",2247,"Mining and Logging","Arkansas",2023,0,0,0,0,0,0,4057,5.26666666666667,NA,NA,NA,NA,NA,NA,NA,1385112.41666667,57.775,3.15,1385.11241666667,57.775,3.15,412,263.5934805
"2248",2248,"Mining and Logging","Arkansas",2024,0,0,0,0,0,0,4058,5.225,NA,NA,NA,NA,NA,NA,NA,1408991.58333333,58.1916666666667,3.46666666666667,1408.99158333333,58.1916666666667,3.46666666666667,463,271.37372166
"2249",2249,"Mining and Logging","Arkansas",2025,0,0,0,0,0,0,4059,5.125,NA,NA,NA,NA,NA,NA,NA,1418244.75,58.275,3.75,1418.24475,58.275,3.75,NA,NA
"2250",2250,"Mining and Logging","Arkansas",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251",2251,"Mining and Logging","California",2021,0,0,0,0,0,0,4066,19.1416666666667,NA,NA,NA,NA,NA,NA,NA,18954560.3333333,61.075,7.34166666666667,18954.5603333333,61.075,7.34166666666667,311,303.126389016667
"2252",2252,"Mining and Logging","California",2022,0,0,0,0,0,0,4067,19.6,NA,NA,NA,NA,NA,NA,NA,19218263.25,61.75,4.26666666666667,19218.26325,61.75,4.26666666666667,362,329.396726525
"2253",2253,"Mining and Logging","California",2023,0,0,0,0,0,0,4068,19.3916666666667,NA,NA,NA,NA,NA,NA,NA,19470996.1666667,62.15,4.71666666666667,19470.9961666667,62.15,4.71666666666667,413,343.038997875
"2254",2254,"Mining and Logging","California",2024,0,0,0,0,0,0,4069,18.9,NA,NA,NA,NA,NA,NA,NA,19644051.6666667,62.125,5.31666666666667,19644.0516666667,62.125,5.31666666666667,464,353.164157745
"2255",2255,"Mining and Logging","California",2025,0,0,0,0,0,0,4070,18.4,NA,NA,NA,NA,NA,NA,NA,19774156.5,62.3,5.325,19774.1565,62.3,5.325,NA,NA
"2256",2256,"Mining and Logging","California",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2257",2257,"Mining and Logging","Colorado",2021,0,0,0,0,0,0,4077,19.7916666666667,NA,NA,NA,NA,NA,NA,NA,3146262.58333333,67.9833333333333,5.5,3146.26258333333,67.9833333333333,5.5,312,278.595663520833
"2258",2258,"Mining and Logging","Colorado",2022,0,0,0,0,0,0,4078,20.775,NA,NA,NA,NA,NA,NA,NA,3184961.5,68.0666666666667,3.1,3184.9615,68.0666666666667,3.1,363,299.229972320833
"2259",2259,"Mining and Logging","Colorado",2023,0,0,0,0,0,0,4079,21.5416666666667,NA,NA,NA,NA,NA,NA,NA,3231187.75,68.1666666666667,3.31666666666667,3231.18775,68.1666666666667,3.31666666666667,414,308.91517825
"2260",2260,"Mining and Logging","Colorado",2024,0,0,0,0,0,0,4080,21.6583333333333,NA,NA,NA,NA,NA,NA,NA,3267766.08333333,68.0333333333333,4.26666666666667,3267.76608333333,68.0333333333333,4.26666666666667,465,318.03313739
"2261",2261,"Mining and Logging","Colorado",2025,0,0,0,0,0,0,4081,21.65,NA,NA,NA,NA,NA,NA,NA,3270212.75,67.625,4.85,3270.21275,67.625,4.85,NA,NA
"2262",2262,"Mining and Logging","Colorado",2026,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2263",2263,"Mining and Logging","Connecticut",2021,0,0,0,0,0,0,4088,0.475,NA,NA,NA,NA,NA,NA,NA,1850361.75,63.2416666666667,6.475,1850.36175,63.2416666666667,6.475,313,278.63088935
